경작지주소,산도,유기물,칼륨,강수량 합계,20-Jan,20-Feb,20-Mar,20-Apr,20-May,20-Jun,20-Oct,20-Nov,20-Dec,2020-01-01(평균기온),2020-02-01(평균기온),2020-03-01(평균기온),2020-04-01(평균기온),2020-05-01(평균기온),2020-06-01(평균기온),2020-10-01(평균기온),2020-11-01(평균기온),2020-12-01(평균기온),2020-01-01(최저기온),2020-02-01(최저기온),2020-03-01(최저기온),2020-04-01(최저기온),2020-05-01(최저기온),2020-06-01(최저기온),2020-10-01(최저기온),2020-11-01(최저기온),2020-12-01(최저기온),2020-01-01(최고기온),2020-02-01(최고기온),2020-03-01(최고기온),2020-04-01(최고기온),2020-05-01(최고기온),2020-06-01(최고기온),2020-10-01(최고기온),2020-11-01(최고기온),2020-12-01(최고기온),최저라벨,최고기온,평균기온,강수량라벨,최종라벨링
강원도 강릉시 옥계면 산계리,good_ph,good_orga,usually_pot,672.8,107.5,77.5,47.1,65.6,95.5,270.4,0.6,7.7,0.9,4.4,5.0,8.7,11.8,18.3,24.1,15.1,11.0,3.0,-3.0,-7.1,-0.3,1.4,8.3,15.2,6.4,-0.1,-10.3,12.5,16.7,21.7,26.8,32.5,34.5,26.6,25.5,14.3,0,0,1,1,2
강원도 강릉시 옥계면 주수리,good_ph,3,good_pot,672.8,107.5,77.5,47.1,65.6,95.5,270.4,0.6,7.7,0.9,4.4,5.0,8.7,11.8,18.3,24.1,15.1,11.0,3.0,-3.0,-7.1,-0.3,1.4,8.3,15.2,6.4,-0.1,-10.3,12.5,16.7,21.7,26.8,32.5,34.5,26.6,25.5,14.3,0,0,1,1,2
강원도 강릉시 옥계면 천남리,good_ph,3,good_pot,672.8,107.5,77.5,47.1,65.6,95.5,270.4,0.6,7.7,0.9,4.4,5.0,8.7,11.8,18.3,24.1,15.1,11.0,3.0,-3.0,-7.1,-0.3,1.4,8.3,15.2,6.4,-0.1,-10.3,12.5,16.7,21.7,26.8,32.5,34.5,26.6,25.5,14.3,0,0,1,1,2
강원도 강릉시 옥계면 현내리,good_ph,3,good_pot,672.8,107.5,77.5,47.1,65.6,95.5,270.4,0.6,7.7,0.9,4.4,5.0,8.7,11.8,18.3,24.1,15.1,11.0,3.0,-3.0,-7.1,-0.3,1.4,8.3,15.2,6.4,-0.1,-10.3,12.5,16.7,21.7,26.8,32.5,34.5,26.6,25.5,14.3,0,0,1,1,2
강원도 강릉시 왕산면 고단리,good_ph,good_orga,good_pot,672.8,107.5,77.5,47.1,65.6,95.5,270.4,0.6,7.7,0.9,4.4,5.0,8.7,11.8,18.3,24.1,15.1,11.0,3.0,-3.0,-7.1,-0.3,1.4,8.3,15.2,6.4,-0.1,-10.3,12.5,16.7,21.7,26.8,32.5,34.5,26.6,25.5,14.3,0,0,1,1,2
강원도 강릉시 왕산면 대기리,good_ph,good_orga,good_pot,672.8,107.5,77.5,47.1,65.6,95.5,270.4,0.6,7.7,0.9,4.4,5.0,8.7,11.8,18.3,24.1,15.1,11.0,3.0,-3.0,-7.1,-0.3,1.4,8.3,15.2,6.4,-0.1,-10.3,12.5,16.7,21.7,26.8,32.5,34.5,26.6,25.5,14.3,0,0,1,1,2
강원도 강릉시 왕산면 도마리,good_ph,good_orga,good_pot,672.8,107.5,77.5,47.1,65.6,95.5,270.4,0.6,7.7,0.9,4.4,5.0,8.7,11.8,18.3,24.1,15.1,11.0,3.0,-3.0,-7.1,-0.3,1.4,8.3,15.2,6.4,-0.1,-10.3,12.5,16.7,21.7,26.8,32.5,34.5,26.6,25.5,14.3,0,0,1,1,2
강원도 강릉시 왕산면 목계리,good_ph,good_orga,good_pot,672.8,107.5,77.5,47.1,65.6,95.5,270.4,0.6,7.7,0.9,4.4,5.0,8.7,11.8,18.3,24.1,15.1,11.0,3.0,-3.0,-7.1,-0.3,1.4,8.3,15.2,6.4,-0.1,-10.3,12.5,16.7,21.7,26.8,32.5,34.5,26.6,25.5,14.3,0,0,1,1,2
강원도 강릉시 왕산면 송현리,good_ph,good_orga,good_pot,672.8,107.5,77.5,47.1,65.6,95.5,270.4,0.6,7.7,0.9,4.4,5.0,8.7,11.8,18.3,24.1,15.1,11.0,3.0,-3.0,-7.1,-0.3,1.4,8.3,15.2,6.4,-0.1,-10.3,12.5,16.7,21.7,26.8,32.5,34.5,26.6,25.5,14.3,0,0,1,1,2
강원도 강릉시 왕산면 왕산리,good_ph,good_orga,good_pot,672.8,107.5,77.5,47.1,65.6,95.5,270.4,0.6,7.7,0.9,4.4,5.0,8.7,11.8,18.3,24.1,15.1,11.0,3.0,-3.0,-7.1,-0.3,1.4,8.3,15.2,6.4,-0.1,-10.3,12.5,16.7,21.7,26.8,32.5,34.5,26.6,25.5,14.3,0,0,1,1,2
강원도 강릉시 운산동,good_ph,usually_orga,good_pot,672.8,107.5,77.5,47.1,65.6,95.5,270.4,0.6,7.7,0.9,4.4,5.0,8.7,11.8,18.3,24.1,15.1,11.0,3.0,-3.0,-7.1,-0.3,1.4,8.3,15.2,6.4,-0.1,-10.3,12.5,16.7,21.7,26.8,32.5,34.5,26.6,25.5,14.3,0,0,1,1,2
강원도 강릉시 운정동,good_ph,good_orga,good_pot,672.8,107.5,77.5,47.1,65.6,95.5,270.4,0.6,7.7,0.9,4.4,5.0,8.7,11.8,18.3,24.1,15.1,11.0,3.0,-3.0,-7.1,-0.3,1.4,8.3,15.2,6.4,-0.1,-10.3,12.5,16.7,21.7,26.8,32.5,34.5,26.6,25.5,14.3,0,0,1,1,2
강원도 강릉시 월호평동,good_ph,good_orga,good_pot,672.8,107.5,77.5,47.1,65.6,95.5,270.4,0.6,7.7,0.9,4.4,5.0,8.7,11.8,18.3,24.1,15.1,11.0,3.0,-3.0,-7.1,-0.3,1.4,8.3,15.2,6.4,-0.1,-10.3,12.5,16.7,21.7,26.8,32.5,34.5,26.6,25.5,14.3,0,0,1,1,2
강원도 강릉시 유산동,good_ph,usually_orga,good_pot,672.8,107.5,77.5,47.1,65.6,95.5,270.4,0.6,7.7,0.9,4.4,5.0,8.7,11.8,18.3,24.1,15.1,11.0,3.0,-3.0,-7.1,-0.3,1.4,8.3,15.2,6.4,-0.1,-10.3,12.5,16.7,21.7,26.8,32.5,34.5,26.6,25.5,14.3,0,0,1,1,2
강원도 강릉시 유천동,good_ph,usually_orga,good_pot,672.8,107.5,77.5,47.1,65.6,95.5,270.4,0.6,7.7,0.9,4.4,5.0,8.7,11.8,18.3,24.1,15.1,11.0,3.0,-3.0,-7.1,-0.3,1.4,8.3,15.2,6.4,-0.1,-10.3,12.5,16.7,21.7,26.8,32.5,34.5,26.6,25.5,14.3,0,0,1,1,2
강원도 강릉시 장현동,good_ph,good_orga,good_pot,672.8,107.5,77.5,47.1,65.6,95.5,270.4,0.6,7.7,0.9,4.4,5.0,8.7,11.8,18.3,24.1,15.1,11.0,3.0,-3.0,-7.1,-0.3,1.4,8.3,15.2,6.4,-0.1,-10.3,12.5,16.7,21.7,26.8,32.5,34.5,26.6,25.5,14.3,0,0,1,1,2
강원도 강릉시 저동,good_ph,good_orga,usually_pot,672.8,107.5,77.5,47.1,65.6,95.5,270.4,0.6,7.7,0.9,4.4,5.0,8.7,11.8,18.3,24.1,15.1,11.0,3.0,-3.0,-7.1,-0.3,1.4,8.3,15.2,6.4,-0.1,-10.3,12.5,16.7,21.7,26.8,32.5,34.5,26.6,25.5,14.3,0,0,1,1,2
강원도 강릉시 주문진읍 교항리,good_ph,good_orga,good_pot,672.8,107.5,77.5,47.1,65.6,95.5,270.4,0.6,7.7,0.9,4.4,5.0,8.7,11.8,18.3,24.1,15.1,11.0,3.0,-3.0,-7.1,-0.3,1.4,8.3,15.2,6.4,-0.1,-10.3,12.5,16.7,21.7,26.8,32.5,34.5,26.6,25.5,14.3,0,0,1,1,2
강원도 강릉시 주문진읍 삼교리,good_ph,3,good_pot,672.8,107.5,77.5,47.1,65.6,95.5,270.4,0.6,7.7,0.9,4.4,5.0,8.7,11.8,18.3,24.1,15.1,11.0,3.0,-3.0,-7.1,-0.3,1.4,8.3,15.2,6.4,-0.1,-10.3,12.5,16.7,21.7,26.8,32.5,34.5,26.6,25.5,14.3,0,0,1,1,2
강원도 강릉시 주문진읍 장덕리,good_ph,3,good_pot,672.8,107.5,77.5,47.1,65.6,95.5,270.4,0.6,7.7,0.9,4.4,5.0,8.7,11.8,18.3,24.1,15.1,11.0,3.0,-3.0,-7.1,-0.3,1.4,8.3,15.2,6.4,-0.1,-10.3,12.5,16.7,21.7,26.8,32.5,34.5,26.6,25.5,14.3,0,0,1,1,2
강원도 강릉시 주문진읍 주문리,good_ph,good_orga,usually_pot,672.8,107.5,77.5,47.1,65.6,95.5,270.4,0.6,7.7,0.9,4.4,5.0,8.7,11.8,18.3,24.1,15.1,11.0,3.0,-3.0,-7.1,-0.3,1.4,8.3,15.2,6.4,-0.1,-10.3,12.5,16.7,21.7,26.8,32.5,34.5,26.6,25.5,14.3,0,0,1,1,2
강원도 강릉시 주문진읍 향호리,good_ph,usually_orga,good_pot,672.8,107.5,77.5,47.1,65.6,95.5,270.4,0.6,7.7,0.9,4.4,5.0,8.7,11.8,18.3,24.1,15.1,11.0,3.0,-3.0,-7.1,-0.3,1.4,8.3,15.2,6.4,-0.1,-10.3,12.5,16.7,21.7,26.8,32.5,34.5,26.6,25.5,14.3,0,0,1,1,2
강원도 강릉시 죽헌동,good_ph,usually_orga,good_pot,672.8,107.5,77.5,47.1,65.6,95.5,270.4,0.6,7.7,0.9,4.4,5.0,8.7,11.8,18.3,24.1,15.1,11.0,3.0,-3.0,-7.1,-0.3,1.4,8.3,15.2,6.4,-0.1,-10.3,12.5,16.7,21.7,26.8,32.5,34.5,26.6,25.5,14.3,0,0,1,1,2
강원도 강릉시 청량동,good_ph,good_orga,good_pot,672.8,107.5,77.5,47.1,65.6,95.5,270.4,0.6,7.7,0.9,4.4,5.0,8.7,11.8,18.3,24.1,15.1,11.0,3.0,-3.0,-7.1,-0.3,1.4,8.3,15.2,6.4,-0.1,-10.3,12.5,16.7,21.7,26.8,32.5,34.5,26.6,25.5,14.3,0,0,1,1,2
강원도 강릉시 초당동,good_ph,good_orga,usually_pot,672.8,107.5,77.5,47.1,65.6,95.5,270.4,0.6,7.7,0.9,4.4,5.0,8.7,11.8,18.3,24.1,15.1,11.0,3.0,-3.0,-7.1,-0.3,1.4,8.3,15.2,6.4,-0.1,-10.3,12.5,16.7,21.7,26.8,32.5,34.5,26.6,25.5,14.3,0,0,1,1,2
강원도 강릉시 포남동,high_ph,7,good_pot,672.8,107.5,77.5,47.1,65.6,95.5,270.4,0.6,7.7,0.9,4.4,5.0,8.7,11.8,18.3,24.1,15.1,11.0,3.0,-3.0,-7.1,-0.3,1.4,8.3,15.2,6.4,-0.1,-10.3,12.5,16.7,21.7,26.8,32.5,34.5,26.6,25.5,14.3,0,0,1,1,2
강원도 강릉시 홍제동,good_ph,good_orga,good_pot,672.8,107.5,77.5,47.1,65.6,95.5,270.4,0.6,7.7,0.9,4.4,5.0,8.7,11.8,18.3,24.1,15.1,11.0,3.0,-3.0,-7.1,-0.3,1.4,8.3,15.2,6.4,-0.1,-10.3,12.5,16.7,21.7,26.8,32.5,34.5,26.6,25.5,14.3,0,0,1,1,2
강원도 고성군 간성읍 간촌리,good_ph,good_orga,good_pot,918.3,124.6,75.0,61.8,72.2,119.5,371.3,28.0,54.4,11.5,5.8,6.8,10.2,12.4,17.8,22.0,17.0,12.0,4.0,-3.5,-4.3,-0.5,3.6,11.2,15.1,7.5,0.9,-6.7,18.4,18.0,19.8,21.2,26.2,29.6,26.1,22.9,14.1,0,1,1,0,2
강원도 고성군 간성읍 광산리,good_ph,good_orga,good_pot,918.3,124.6,75.0,61.8,72.2,119.5,371.3,28.0,54.4,11.5,5.8,6.8,10.2,12.4,17.8,22.0,17.0,12.0,4.0,-3.5,-4.3,-0.5,3.6,11.2,15.1,7.5,0.9,-6.7,18.4,18.0,19.8,21.2,26.2,29.6,26.1,22.9,14.1,0,1,1,0,2
강원도 고성군 간성읍 교동리,good_ph,good_orga,good_pot,918.3,124.6,75.0,61.8,72.2,119.5,371.3,28.0,54.4,11.5,5.8,6.8,10.2,12.4,17.8,22.0,17.0,12.0,4.0,-3.5,-4.3,-0.5,3.6,11.2,15.1,7.5,0.9,-6.7,18.4,18.0,19.8,21.2,26.2,29.6,26.1,22.9,14.1,0,1,1,0,2
강원도 고성군 간성읍 금수리,good_ph,good_orga,good_pot,918.3,124.6,75.0,61.8,72.2,119.5,371.3,28.0,54.4,11.5,5.8,6.8,10.2,12.4,17.8,22.0,17.0,12.0,4.0,-3.5,-4.3,-0.5,3.6,11.2,15.1,7.5,0.9,-6.7,18.4,18.0,19.8,21.2,26.2,29.6,26.1,22.9,14.1,0,1,1,0,2
강원도 고성군 간성읍 동호리,good_ph,good_orga,good_pot,918.3,124.6,75.0,61.8,72.2,119.5,371.3,28.0,54.4,11.5,5.8,6.8,10.2,12.4,17.8,22.0,17.0,12.0,4.0,-3.5,-4.3,-0.5,3.6,11.2,15.1,7.5,0.9,-6.7,18.4,18.0,19.8,21.2,26.2,29.6,26.1,22.9,14.1,0,1,1,0,2
강원도 고성군 간성읍 봉호리,good_ph,good_orga,good_pot,918.3,124.6,75.0,61.8,72.2,119.5,371.3,28.0,54.4,11.5,5.8,6.8,10.2,12.4,17.8,22.0,17.0,12.0,4.0,-3.5,-4.3,-0.5,3.6,11.2,15.1,7.5,0.9,-6.7,18.4,18.0,19.8,21.2,26.2,29.6,26.1,22.9,14.1,0,1,1,0,2
강원도 고성군 간성읍 상리,good_ph,good_orga,good_pot,918.3,124.6,75.0,61.8,72.2,119.5,371.3,28.0,54.4,11.5,5.8,6.8,10.2,12.4,17.8,22.0,17.0,12.0,4.0,-3.5,-4.3,-0.5,3.6,11.2,15.1,7.5,0.9,-6.7,18.4,18.0,19.8,21.2,26.2,29.6,26.1,22.9,14.1,0,1,1,0,2
강원도 고성군 간성읍 신안리,good_ph,good_orga,good_pot,918.3,124.6,75.0,61.8,72.2,119.5,371.3,28.0,54.4,11.5,5.8,6.8,10.2,12.4,17.8,22.0,17.0,12.0,4.0,-3.5,-4.3,-0.5,3.6,11.2,15.1,7.5,0.9,-6.7,18.4,18.0,19.8,21.2,26.2,29.6,26.1,22.9,14.1,0,1,1,0,2
강원도 고성군 간성읍 어천리,good_ph,3,good_pot,918.3,124.6,75.0,61.8,72.2,119.5,371.3,28.0,54.4,11.5,5.8,6.8,10.2,12.4,17.8,22.0,17.0,12.0,4.0,-3.5,-4.3,-0.5,3.6,11.2,15.1,7.5,0.9,-6.7,18.4,18.0,19.8,21.2,26.2,29.6,26.1,22.9,14.1,0,1,1,0,2
강원도 고성군 간성읍 장신리,good_ph,good_orga,good_pot,918.3,124.6,75.0,61.8,72.2,119.5,371.3,28.0,54.4,11.5,5.8,6.8,10.2,12.4,17.8,22.0,17.0,12.0,4.0,-3.5,-4.3,-0.5,3.6,11.2,15.1,7.5,0.9,-6.7,18.4,18.0,19.8,21.2,26.2,29.6,26.1,22.9,14.1,0,1,1,0,2
강원도 고성군 간성읍 진부리,good_ph,3,good_pot,918.3,124.6,75.0,61.8,72.2,119.5,371.3,28.0,54.4,11.5,5.8,6.8,10.2,12.4,17.8,22.0,17.0,12.0,4.0,-3.5,-4.3,-0.5,3.6,11.2,15.1,7.5,0.9,-6.7,18.4,18.0,19.8,21.2,26.2,29.6,26.1,22.9,14.1,0,1,1,0,2
강원도 고성군 간성읍 탑동리,good_ph,good_orga,good_pot,918.3,124.6,75.0,61.8,72.2,119.5,371.3,28.0,54.4,11.5,5.8,6.8,10.2,12.4,17.8,22.0,17.0,12.0,4.0,-3.5,-4.3,-0.5,3.6,11.2,15.1,7.5,0.9,-6.7,18.4,18.0,19.8,21.2,26.2,29.6,26.1,22.9,14.1,0,1,1,0,2
강원도 고성군 간성읍 해상리,good_ph,good_orga,good_pot,918.3,124.6,75.0,61.8,72.2,119.5,371.3,28.0,54.4,11.5,5.8,6.8,10.2,12.4,17.8,22.0,17.0,12.0,4.0,-3.5,-4.3,-0.5,3.6,11.2,15.1,7.5,0.9,-6.7,18.4,18.0,19.8,21.2,26.2,29.6,26.1,22.9,14.1,0,1,1,0,2
강원도 고성군 간성읍 흘리,good_ph,good_orga,usually_pot,918.3,124.6,75.0,61.8,72.2,119.5,371.3,28.0,54.4,11.5,5.8,6.8,10.2,12.4,17.8,22.0,17.0,12.0,4.0,-3.5,-4.3,-0.5,3.6,11.2,15.1,7.5,0.9,-6.7,18.4,18.0,19.8,21.2,26.2,29.6,26.1,22.9,14.1,0,1,1,0,2
강원도 고성군 거진읍 거진리,good_ph,good_orga,good_pot,918.3,124.6,75.0,61.8,72.2,119.5,371.3,28.0,54.4,11.5,5.8,6.8,10.2,12.4,17.8,22.0,17.0,12.0,4.0,-3.5,-4.3,-0.5,3.6,11.2,15.1,7.5,0.9,-6.7,18.4,18.0,19.8,21.2,26.2,29.6,26.1,22.9,14.1,0,1,1,0,2
강원도 고성군 거진읍 대대리,good_ph,3,good_pot,918.3,124.6,75.0,61.8,72.2,119.5,371.3,28.0,54.4,11.5,5.8,6.8,10.2,12.4,17.8,22.0,17.0,12.0,4.0,-3.5,-4.3,-0.5,3.6,11.2,15.1,7.5,0.9,-6.7,18.4,18.0,19.8,21.2,26.2,29.6,26.1,22.9,14.1,0,1,1,0,2
강원도 고성군 거진읍 반암리,good_ph,good_orga,good_pot,918.3,124.6,75.0,61.8,72.2,119.5,371.3,28.0,54.4,11.5,5.8,6.8,10.2,12.4,17.8,22.0,17.0,12.0,4.0,-3.5,-4.3,-0.5,3.6,11.2,15.1,7.5,0.9,-6.7,18.4,18.0,19.8,21.2,26.2,29.6,26.1,22.9,14.1,0,1,1,0,2
강원도 고성군 거진읍 봉평리,good_ph,good_orga,good_pot,918.3,124.6,75.0,61.8,72.2,119.5,371.3,28.0,54.4,11.5,5.8,6.8,10.2,12.4,17.8,22.0,17.0,12.0,4.0,-3.5,-4.3,-0.5,3.6,11.2,15.1,7.5,0.9,-6.7,18.4,18.0,19.8,21.2,26.2,29.6,26.1,22.9,14.1,0,1,1,0,2
강원도 고성군 거진읍 산북리,good_ph,good_orga,good_pot,918.3,124.6,75.0,61.8,72.2,119.5,371.3,28.0,54.4,11.5,5.8,6.8,10.2,12.4,17.8,22.0,17.0,12.0,4.0,-3.5,-4.3,-0.5,3.6,11.2,15.1,7.5,0.9,-6.7,18.4,18.0,19.8,21.2,26.2,29.6,26.1,22.9,14.1,0,1,1,0,2
강원도 고성군 거진읍 석문리,good_ph,good_orga,good_pot,918.3,124.6,75.0,61.8,72.2,119.5,371.3,28.0,54.4,11.5,5.8,6.8,10.2,12.4,17.8,22.0,17.0,12.0,4.0,-3.5,-4.3,-0.5,3.6,11.2,15.1,7.5,0.9,-6.7,18.4,18.0,19.8,21.2,26.2,29.6,26.1,22.9,14.1,0,1,1,0,2
강원도 고성군 거진읍 송강리,good_ph,good_orga,good_pot,918.3,124.6,75.0,61.8,72.2,119.5,371.3,28.0,54.4,11.5,5.8,6.8,10.2,12.4,17.8,22.0,17.0,12.0,4.0,-3.5,-4.3,-0.5,3.6,11.2,15.1,7.5,0.9,-6.7,18.4,18.0,19.8,21.2,26.2,29.6,26.1,22.9,14.1,0,1,1,0,2
강원도 고성군 거진읍 송정리,good_ph,good_orga,good_pot,918.3,124.6,75.0,61.8,72.2,119.5,371.3,28.0,54.4,11.5,5.8,6.8,10.2,12.4,17.8,22.0,17.0,12.0,4.0,-3.5,-4.3,-0.5,3.6,11.2,15.1,7.5,0.9,-6.7,18.4,18.0,19.8,21.2,26.2,29.6,26.1,22.9,14.1,0,1,1,0,2
강원도 고성군 거진읍 송죽리,good_ph,good_orga,good_pot,918.3,124.6,75.0,61.8,72.2,119.5,371.3,28.0,54.4,11.5,5.8,6.8,10.2,12.4,17.8,22.0,17.0,12.0,4.0,-3.5,-4.3,-0.5,3.6,11.2,15.1,7.5,0.9,-6.7,18.4,18.0,19.8,21.2,26.2,29.6,26.1,22.9,14.1,0,1,1,0,2
강원도 고성군 거진읍 송포리,good_ph,good_orga,good_pot,918.3,124.6,75.0,61.8,72.2,119.5,371.3,28.0,54.4,11.5,5.8,6.8,10.2,12.4,17.8,22.0,17.0,12.0,4.0,-3.5,-4.3,-0.5,3.6,11.2,15.1,7.5,0.9,-6.7,18.4,18.0,19.8,21.2,26.2,29.6,26.1,22.9,14.1,0,1,1,0,2
강원도 고성군 거진읍 오정리,good_ph,good_orga,good_pot,918.3,124.6,75.0,61.8,72.2,119.5,371.3,28.0,54.4,11.5,5.8,6.8,10.2,12.4,17.8,22.0,17.0,12.0,4.0,-3.5,-4.3,-0.5,3.6,11.2,15.1,7.5,0.9,-6.7,18.4,18.0,19.8,21.2,26.2,29.6,26.1,22.9,14.1,0,1,1,0,2
강원도 고성군 거진읍 용하리,good_ph,good_orga,good_pot,918.3,124.6,75.0,61.8,72.2,119.5,371.3,28.0,54.4,11.5,5.8,6.8,10.2,12.4,17.8,22.0,17.0,12.0,4.0,-3.5,-4.3,-0.5,3.6,11.2,15.1,7.5,0.9,-6.7,18.4,18.0,19.8,21.2,26.2,29.6,26.1,22.9,14.1,0,1,1,0,2
강원도 고성군 거진읍 원당리,good_ph,good_orga,good_pot,918.3,124.6,75.0,61.8,72.2,119.5,371.3,28.0,54.4,11.5,5.8,6.8,10.2,12.4,17.8,22.0,17.0,12.0,4.0,-3.5,-4.3,-0.5,3.6,11.2,15.1,7.5,0.9,-6.7,18.4,18.0,19.8,21.2,26.2,29.6,26.1,22.9,14.1,0,1,1,0,2
강원도 고성군 거진읍 자산리,good_ph,good_orga,good_pot,918.3,124.6,75.0,61.8,72.2,119.5,371.3,28.0,54.4,11.5,5.8,6.8,10.2,12.4,17.8,22.0,17.0,12.0,4.0,-3.5,-4.3,-0.5,3.6,11.2,15.1,7.5,0.9,-6.7,18.4,18.0,19.8,21.2,26.2,29.6,26.1,22.9,14.1,0,1,1,0,2
강원도 고성군 거진읍 초계리,good_ph,good_orga,good_pot,918.3,124.6,75.0,61.8,72.2,119.5,371.3,28.0,54.4,11.5,5.8,6.8,10.2,12.4,17.8,22.0,17.0,12.0,4.0,-3.5,-4.3,-0.5,3.6,11.2,15.1,7.5,0.9,-6.7,18.4,18.0,19.8,21.2,26.2,29.6,26.1,22.9,14.1,0,1,1,0,2
강원도 고성군 거진읍 화포리,good_ph,good_orga,good_pot,918.3,124.6,75.0,61.8,72.2,119.5,371.3,28.0,54.4,11.5,5.8,6.8,10.2,12.4,17.8,22.0,17.0,12.0,4.0,-3.5,-4.3,-0.5,3.6,11.2,15.1,7.5,0.9,-6.7,18.4,18.0,19.8,21.2,26.2,29.6,26.1,22.9,14.1,0,1,1,0,2
강원도 고성군 죽왕면 가진리,good_ph,good_orga,good_pot,918.3,124.6,75.0,61.8,72.2,119.5,371.3,28.0,54.4,11.5,5.8,6.8,10.2,12.4,17.8,22.0,17.0,12.0,4.0,-3.5,-4.3,-0.5,3.6,11.2,15.1,7.5,0.9,-6.7,18.4,18.0,19.8,21.2,26.2,29.6,26.1,22.9,14.1,0,1,1,0,2
강원도 고성군 죽왕면 공현진리,good_ph,good_orga,good_pot,918.3,124.6,75.0,61.8,72.2,119.5,371.3,28.0,54.4,11.5,5.8,6.8,10.2,12.4,17.8,22.0,17.0,12.0,4.0,-3.5,-4.3,-0.5,3.6,11.2,15.1,7.5,0.9,-6.7,18.4,18.0,19.8,21.2,26.2,29.6,26.1,22.9,14.1,0,1,1,0,2
강원도 고성군 죽왕면 구성리,good_ph,good_orga,good_pot,918.3,124.6,75.0,61.8,72.2,119.5,371.3,28.0,54.4,11.5,5.8,6.8,10.2,12.4,17.8,22.0,17.0,12.0,4.0,-3.5,-4.3,-0.5,3.6,11.2,15.1,7.5,0.9,-6.7,18.4,18.0,19.8,21.2,26.2,29.6,26.1,22.9,14.1,0,1,1,0,2
강원도 고성군 죽왕면 문암진리,good_ph,good_orga,good_pot,918.3,124.6,75.0,61.8,72.2,119.5,371.3,28.0,54.4,11.5,5.8,6.8,10.2,12.4,17.8,22.0,17.0,12.0,4.0,-3.5,-4.3,-0.5,3.6,11.2,15.1,7.5,0.9,-6.7,18.4,18.0,19.8,21.2,26.2,29.6,26.1,22.9,14.1,0,1,1,0,2
강원도 고성군 죽왕면 삼포리,good_ph,good_orga,good_pot,918.3,124.6,75.0,61.8,72.2,119.5,371.3,28.0,54.4,11.5,5.8,6.8,10.2,12.4,17.8,22.0,17.0,12.0,4.0,-3.5,-4.3,-0.5,3.6,11.2,15.1,7.5,0.9,-6.7,18.4,18.0,19.8,21.2,26.2,29.6,26.1,22.9,14.1,0,1,1,0,2
강원도 고성군 죽왕면 송암리,good_ph,good_orga,good_pot,918.3,124.6,75.0,61.8,72.2,119.5,371.3,28.0,54.4,11.5,5.8,6.8,10.2,12.4,17.8,22.0,17.0,12.0,4.0,-3.5,-4.3,-0.5,3.6,11.2,15.1,7.5,0.9,-6.7,18.4,18.0,19.8,21.2,26.2,29.6,26.1,22.9,14.1,0,1,1,0,2
강원도 고성군 죽왕면 야촌리,good_ph,good_orga,good_pot,918.3,124.6,75.0,61.8,72.2,119.5,371.3,28.0,54.4,11.5,5.8,6.8,10.2,12.4,17.8,22.0,17.0,12.0,4.0,-3.5,-4.3,-0.5,3.6,11.2,15.1,7.5,0.9,-6.7,18.4,18.0,19.8,21.2,26.2,29.6,26.1,22.9,14.1,0,1,1,0,2
강원도 고성군 죽왕면 오봉리,good_ph,good_orga,good_pot,918.3,124.6,75.0,61.8,72.2,119.5,371.3,28.0,54.4,11.5,5.8,6.8,10.2,12.4,17.8,22.0,17.0,12.0,4.0,-3.5,-4.3,-0.5,3.6,11.2,15.1,7.5,0.9,-6.7,18.4,18.0,19.8,21.2,26.2,29.6,26.1,22.9,14.1,0,1,1,0,2
강원도 고성군 죽왕면 오호리,good_ph,good_orga,good_pot,918.3,124.6,75.0,61.8,72.2,119.5,371.3,28.0,54.4,11.5,5.8,6.8,10.2,12.4,17.8,22.0,17.0,12.0,4.0,-3.5,-4.3,-0.5,3.6,11.2,15.1,7.5,0.9,-6.7,18.4,18.0,19.8,21.2,26.2,29.6,26.1,22.9,14.1,0,1,1,0,2
강원도 고성군 죽왕면 인정리,good_ph,good_orga,good_pot,918.3,124.6,75.0,61.8,72.2,119.5,371.3,28.0,54.4,11.5,5.8,6.8,10.2,12.4,17.8,22.0,17.0,12.0,4.0,-3.5,-4.3,-0.5,3.6,11.2,15.1,7.5,0.9,-6.7,18.4,18.0,19.8,21.2,26.2,29.6,26.1,22.9,14.1,0,1,1,0,2
강원도 고성군 죽왕면 향목리,good_ph,good_orga,good_pot,918.3,124.6,75.0,61.8,72.2,119.5,371.3,28.0,54.4,11.5,5.8,6.8,10.2,12.4,17.8,22.0,17.0,12.0,4.0,-3.5,-4.3,-0.5,3.6,11.2,15.1,7.5,0.9,-6.7,18.4,18.0,19.8,21.2,26.2,29.6,26.1,22.9,14.1,0,1,1,0,2
강원도 고성군 토성면 교암리,good_ph,good_orga,good_pot,918.3,124.6,75.0,61.8,72.2,119.5,371.3,28.0,54.4,11.5,5.8,6.8,10.2,12.4,17.8,22.0,17.0,12.0,4.0,-3.5,-4.3,-0.5,3.6,11.2,15.1,7.5,0.9,-6.7,18.4,18.0,19.8,21.2,26.2,29.6,26.1,22.9,14.1,0,1,1,0,2
